300	68	115
1	1	0	67	86	1	B
2	2	0	94	100	4	C
3	1	0	77	95	1	D
4	1	0	66	88	1	B
5	1	0	93	88	1	C
6	1	0	81	90	4	D
7	1	0	74	89	3	B
8	1	0	66	83	3	C
9	1	0	85	79	2	D
10	1	0	71	83	1	B
11	1	0	95	95	1	C
12	1	1	72	81	1	D
13	1	1	82	81	1	A
14	1	1	75	88	2	B
15	1	1	86	80	3	C
16	1	1	85	87	1	D
17	1	2	86	85	2	B
18	1	2	67	77	3	C
19	1	2	100	99	3	D
20	1	2	74	74	4	B
21	1	2	82	100	3	C
22	1	2	81	74	2	D
23	1	2	74	78	1	B
24	2	3	68	81	3	C
25	1	3	70	96	2	D
26	1	3	72	82	4	A
27	1	4	66	78	2	B
28	1	4	76	84	1	C
29	2	4	67	72	4	D
30	1	4	80	75	3	A
31	1	4	74	85	2	B
32	1	4	80	90	2	C
33	1	4	78	91	3	D
34	1	5	87	75	3	B
35	2	5	87	83	1	C
36	1	5	95	98	3	D
37	1	5	70	84	1	A
38	1	5	92	84	3	B
39	1	5	86	72	4	C
40	2	5	66	86	3	D
41	1	5	93	89	1	B
42	1	6	93	95	2	C
43	1	6	94	78	1	D
44	2	6	89	80	2	B
45	1	6	95	84	2	C
46	1	6	70	75	1	D
47	1	6	68	100	4	B
48	1	7	97	73	4	C
49	2	7	72	84	2	D
50	2	7	87	77	2	B
51	1	7	76	94	4	C
52	1	7	75	77	4	D
53	2	7	67	85	1	B
54	1	7	88	77	1	C
55	1	8	74	82	1	D
56	2	8	84	96	1	B
57	1	9	77	98	1	C
58	1	9	92	80	2	D
59	1	9	68	87	3	B
60	1	9	71	86	4	C
61	1	10	81	92	4	D
62	1	10	75	88	3	B
63	1	10	72	72	3	C
64	1	10	95	75	3	D
65	2	11	78	76	3	B
66	1	11	91	79	3	C
67	1	12	85	78	4	D
68	1	12	68	78	2	B
69	2	13	77	73	2	C
70	1	13	98	77	4	D
71	1	13	85	95	2	A
72	1	14	77	71	1	B
73	2	14	73	95	2	C
74	1	15	67	90	1	D
75	2	15	74	72	2	B
76	2	15	98	90	1	C
77	1	15	74	85	2	D
78	1	15	93	89	3	B
79	2	15	82	89	4	C
80	1	16	100	99	2	D
81	2	16	92	83	1	A
82	1	17	71	73	1	B
83	1	17	83	88	4	C
84	2	18	94	71	3	D
85	1	18	69	88	2	A
86	1	18	74	73	2	B
87	2	18	74	73	3	C
88	1	18	89	78	4	D
89	1	19	82	81	2	B
90	1	20	97	100	2	C
91	1	20	96	88	2	D
92	1	20	68	80	1	B
93	2	20	97	97	2	C
94	1	21	92	74	3	D
95	1	21	67	88	4	B
96	1	21	100	91	4	C
97	2	21	74	92	4	D
98	2	22	84	79	1	A
99	1	23	100	81	4	B
100	1	23	75	91	1	C
101	1	23	84	96	3	D
102	1	23	98	81	3	B
103	2	24	100	71	1	C
104	2	25	97	85	3	D
105	1	25	75	92	4	B
106	1	25	82	75	4	C
107	1	25	71	93	1	D
108	1	25	80	76	2	B
109	2	25	76	89	1	C
110	2	25	88	95	2	D
111	1	26	80	95	4	A
112	2	26	98	96	2	B
113	1	26	85	86	4	C
114	2	26	78	77	3	D
115	1	27	91	78	2	B
116	1	27	99	92	3	C
117	1	27	69	82	1	D
118	1	27	88	82	1	A
119	1	27	79	80	1	B
120	2	28	78	99	3	C
121	2	28	83	86	4	D
122	1	28	78	100	2	B
123	1	29	93	86	3	C
124	1	29	76	79	4	D
125	1	29	93	76	3	B
126	1	30	97	99	3	C
127	1	30	82	82	4	D
128	2	30	97	76	2	B
129	1	30	96	84	4	C
130	2	31	78	72	4	D
131	1	31	80	76	1	A
132	1	31	83	90	3	B
133	2	31	76	98	1	C
134	1	31	93	97	1	D
135	1	32	100	88	1	B
136	2	32	95	86	2	C
137	2	33	98	80	4	D
138	2	33	85	95	3	B
139	1	33	100	71	2	C
140	2	33	83	90	4	D
141	1	33	92	77	2	B
142	2	33	93	72	2	C
143	1	33	96	94	2	D
144	1	33	82	80	1	A
145	1	34	89	84	3	B
146	1	34	71	72	1	C
147	1	34	66	98	3	D
148	2	34	84	95	2	B
149	1	35	84	84	4	C
150	2	35	76	99	3	D
151	1	35	98	71	4	B
152	1	35	91	95	3	C
153	1	37	70	96	4	D
154	1	37	86	91	1	B
155	2	37	72	75	3	C
156	1	37	92	73	4	D
157	1	37	84	75	2	B
158	1	38	82	74	4	C
159	2	38	88	99	3	D
160	1	38	93	73	4	A
161	1	38	72	96	3	B
162	2	39	83	91	4	C
163	1	39	100	76	1	D
164	1	39	88	76	1	A
165	1	40	79	73	3	B
166	1	40	84	97	1	C
167	1	40	93	79	2	D
168	1	40	81	92	1	B
169	2	41	79	90	2	C
170	1	41	82	94	4	D
171	1	42	79	87	2	B
172	1	42	74	84	4	C
173	1	42	85	98	1	D
174	1	42	75	86	2	B
175	1	42	69	78	4	C
176	1	43	75	73	3	D
177	2	43	96	89	1	B
178	1	43	74	89	1	C
179	1	44	95	81	4	D
180	1	44	72	92	1	B
181	1	44	84	82	3	C
182	2	44	70	96	3	D
183	2	44	78	95	1	A
184	2	44	72	79	4	B
185	2	44	67	71	1	C
186	1	44	75	90	3	D
187	1	45	95	81	4	A
188	1	45	66	92	2	B
189	2	45	85	75	4	C
190	1	45	71	78	4	D
191	1	46	95	90	1	B
192	1	46	93	99	1	C
193	2	47	96	94	2	D
194	1	47	91	94	1	B
195	1	48	73	97	1	C
196	1	48	94	74	3	D
197	1	48	95	97	2	A
198	1	48	87	85	3	B
199	1	48	87	80	4	C
200	1	48	70	84	2	D
201	1	49	68	79	1	A
202	1	49	81	80	1	B
203	1	49	97	95	3	C
204	1	49	77	89	2	D
205	1	49	72	89	3	B
206	1	50	77	88	2	C
207	1	50	75	87	4	D
208	1	50	90	89	4	A
209	1	51	90	73	3	B
210	1	51	73	94	2	C
211	1	51	88	90	1	D
212	1	51	77	75	4	B
213	1	51	97	99	3	C
214	1	52	76	98	1	D
215	1	52	86	74	3	B
216	1	52	75	97	2	C
217	1	52	74	98	4	D
218	1	52	70	97	1	B
219	1	53	84	72	4	C
220	1	53	90	98	2	D
221	1	53	73	99	4	B
222	2	53	82	87	2	C
223	2	54	94	88	2	D
224	1	54	72	88	4	B
225	2	54	87	95	1	C
226	1	56	67	98	4	D
227	1	56	87	75	1	B
228	1	56	75	97	1	C
229	1	56	98	88	1	D
230	1	57	100	79	3	B
231	1	57	86	83	3	C
232	1	57	86	91	3	D
233	1	57	83	71	2	A
234	1	57	76	87	2	B
235	2	57	87	85	3	C
236	1	57	86	75	2	D
237	1	58	69	86	4	B
238	2	58	84	88	2	C
239	1	58	97	95	4	D
240	1	59	91	84	4	B
241	1	59	66	75	4	C
242	1	59	82	74	4	D
243	1	59	78	75	2	A
244	2	59	98	95	2	B
245	1	60	84	96	4	C
246	1	60	98	98	2	D
247	1	60	83	75	1	A
248	1	61	98	80	1	B
249	1	61	79	78	4	C
250	1	61	75	76	2	D
251	1	61	88	78	1	B
252	2	62	93	92	4	C
253	2	62	74	100	3	D
254	1	62	83	98	3	A
255	1	62	67	73	2	B
256	2	63	81	88	2	C
257	1	63	69	73	3	D
258	1	63	90	81	4	A
259	1	64	86	90	1	B
260	1	64	81	92	2	C
261	1	64	66	76	1	D
262	1	64	76	90	2	B
263	1	64	86	84	3	C
264	1	64	66	83	1	D
265	2	64	95	89	4	B
266	1	65	93	87	1	C
267	2	65	72	75	4	D
268	1	65	69	82	4	B
269	1	65	77	76	3	C
270	2	65	67	97	2	D
271	1	65	97	87	2	B
272	1	65	75	82	3	C
273	2	65	77	84	1	D
274	1	65	97	82	4	B
275	2	65	75	90	4	C
276	1	65	100	82	1	D
277	1	66	83	72	1	A
278	2	66	88	88	1	B
279	2	66	80	76	1	C
280	2	66	74	78	4	D
281	1	66	84	76	2	A
282	1	66	77	80	2	B
283	1	67	78	71	1	C
284	1	67	75	93	4	D
285	1	67	83	71	1	B
286	2	67	94	100	1	C
287	1	67	70	90	1	D
288	1	67	71	94	3	B
289	1	68	93	89	1	C
