4500	16	846
1	2	0	157	169	3	D
2	1	0	181	178	4	D
3	1	0	190	177	2	D
4	2	0	154	155	1	B
5	1	0	181	172	2	B
6	2	1	155	162	4	D
7	1	1	164	195	2	C
8	1	1	200	172	1	C
9	1	1	151	177	1	B
10	2	1	165	189	3	B
11	2	2	163	164	1	A
12	1	2	157	164	3	B
13	1	2	198	196	1	D
14	1	3	176	191	2	D
15	1	3	191	198	3	D
16	1	3	173	155	2	D
17	1	3	190	163	3	A
18	1	3	166	169	1	C
19	2	3	196	156	3	C
20	1	4	164	155	1	B
21	2	4	184	158	1	B
22	2	4	196	177	4	A
23	1	4	189	163	2	A
24	1	4	155	173	3	A
25	1	4	157	197	1	D
26	2	4	200	200	1	B
27	1	4	191	192	2	D
28	1	5	194	178	3	D
29	1	5	171	200	4	C
30	1	5	190	185	3	A
31	1	5	158	151	3	D
32	1	5	198	167	1	C
33	2	6	167	156	4	B
34	1	7	195	188	3	A
35	1	7	157	178	1	B
36	2	7	189	191	1	B
37	1	7	185	191	2	A
38	2	7	172	182	1	D
39	2	7	167	186	3	D
40	1	8	194	157	4	D
41	1	8	156	153	2	D
42	1	9	199	156	1	D
43	1	9	181	175	3	B
44	1	9	153	160	4	D
45	1	9	158	152	3	B
46	1	9	195	173	2	C
47	1	10	177	160	2	C
48	1	10	177	186	3	C
49	2	10	200	184	4	D
50	1	11	151	173	3	D
51	1	11	153	155	2	B
52	1	11	200	168	3	C
53	1	11	200	173	3	D
54	2	11	182	167	4	B
55	1	11	169	196	2	A
56	2	12	187	192	4	D
57	1	12	187	151	3	B
58	2	12	190	159	3	D
59	1	12	156	185	4	A
60	1	13	159	199	3	D
61	1	13	168	180	4	D
62	1	13	164	171	4	B
63	1	13	188	169	4	C
64	1	13	192	159	2	B
65	1	14	172	197	2	D
66	1	14	155	183	2	A
67	1	14	159	177	1	A
68	1	14	187	178	3	D
69	1	14	164	184	4	B
70	1	14	200	166	3	B
71	2	15	152	181	2	D
72	1	15	156	166	2	D
73	1	15	152	156	1	C
74	1	15	168	195	1	D
75	1	15	160	178	3	D
76	1	15	200	173	1	B
77	2	15	181	183	4	B
78	2	15	184	176	1	D
79	1	16	192	169	4	C
80	1	16	181	170	2	A
81	1	17	188	160	4	A
82	1	17	157	171	1	A
83	1	17	179	200	1	C
84	1	17	191	164	3	A
85	1	17	157	162	2	B
86	2	18	174	196	1	C
87	1	18	153	193	2	C
88	1	18	159	180	1	A
89	1	18	191	151	2	A
90	1	18	195	195	3	D
91	1	18	198	187	1	A
92	1	18	152	152	3	D
93	1	18	200	174	4	C
94	1	19	192	178	4	A
95	1	19	172	169	2	A
96	1	19	156	160	4	A
97	1	20	186	178	3	A
98	1	21	158	167	4	D
99	1	21	175	168	2	D
100	1	21	152	173	4	A
101	1	21	192	165	2	B
102	2	21	190	181	1	B
103	1	21	183	179	3	C
104	1	21	193	198	2	B
105	1	22	191	184	3	C
106	1	22	167	177	3	B
107	1	22	163	184	2	D
108	1	23	167	180	2	B
109	1	23	177	192	4	B
110	1	23	189	160	4	B
111	2	23	182	181	2	B
112	1	23	166	170	2	D
113	1	24	197	177	4	B
114	1	24	160	171	2	A
115	1	24	176	183	1	D
116	2	24	165	195	2	A
117	1	27	180	197	2	B
118	1	27	197	164	3	D
119	1	27	160	175	1	D
120	1	27	172	178	4	C
121	1	27	165	162	4	B
122	1	27	181	196	1	D
123	1	28	169	185	4	C
124	1	29	169	157	4	C
125	1	30	176	163	3	C
126	1	30	196	184	2	D
127	1	30	153	160	3	A
128	1	30	172	194	4	D
129	1	30	157	199	4	C
130	1	30	191	198	3	B
131	1	31	158	190	3	C
132	1	31	186	173	3	D
133	1	31	157	178	2	B
134	2	31	172	153	1	B
135	2	32	157	153	1	B
136	1	32	156	193	3	C
137	1	32	180	181	3	D
138	2	33	188	155	3	D
139	1	34	153	169	4	B
140	2	34	186	198	4	C
141	1	34	188	166	4	B
142	2	34	152	176	4	A
143	1	34	155	155	4	C
144	1	34	196	176	3	C
145	1	35	193	167	1	A
146	1	35	155	163	4	D
147	1	35	163	169	1	A
148	1	35	180	159	3	D
149	1	36	187	180	3	C
150	1	36	161	169	2	C
151	2	36	157	166	1	D
152	1	36	160	199	3	C
