1500	14	295
1	2	0	174	170	4	C
2	2	0	171	167	2	B
3	2	1	169	179	1	A
4	1	1	186	187	3	B
5	1	2	185	163	2	C
6	1	2	162	153	4	A
7	1	3	191	151	1	D
8	1	3	168	182	4	C
9	1	3	179	175	1	C
10	1	3	199	176	1	D
11	2	3	152	151	4	A
12	1	3	163	174	4	D
13	1	4	154	187	1	B
14	1	4	193	186	2	A
15	1	4	187	152	1	B
16	1	4	193	191	1	A
17	1	4	174	166	3	B
18	1	5	191	173	1	A
19	1	5	193	162	1	A
20	1	5	171	162	2	C
21	1	6	153	159	4	A
22	1	6	155	165	2	D
23	1	6	154	167	3	C
24	2	6	179	195	3	D
25	1	6	167	195	2	C
26	1	6	170	154	1	D
27	1	6	200	156	2	B
28	1	7	200	152	1	C
29	1	7	166	195	3	C
30	1	8	186	180	2	D
31	1	8	184	196	3	C
32	2	9	165	167	4	A
33	1	9	181	172	2	A
34	2	10	181	154	1	A
35	1	10	186	160	3	A
36	2	10	153	185	3	B
37	1	11	195	183	2	A
38	1	11	175	181	3	B
39	1	11	156	193	3	B
40	1	12	151	169	3	C
41	1	12	186	197	4	D
42	1	12	194	172	4	B
43	1	13	162	167	2	D
44	1	13	181	166	4	D
45	1	13	155	160	1	D
46	1	13	163	175	2	C
47	1	13	162	157	3	A
48	2	13	174	196	3	D
49	1	13	171	171	4	C
50	2	13	193	173	2	B
51	2	14	191	196	4	A
52	1	14	168	153	1	A
53	1	14	187	164	1	B
54	1	14	166	160	2	A
55	1	15	164	198	2	C
56	1	15	174	180	2	B
57	2	15	155	189	1	A
58	2	15	174	198	3	C
59	1	15	170	184	2	A
60	1	15	171	199	2	A
61	1	15	159	183	4	B
62	2	15	177	156	4	B
63	1	15	198	192	3	C
64	1	15	168	162	4	A
65	2	16	171	160	1	A
66	1	16	171	180	2	D
67	1	16	174	171	1	B
68	1	16	187	165	4	C
69	2	17	151	160	4	A
70	2	18	188	164	1	A
71	1	18	172	191	1	C
72	2	18	183	167	2	A
73	1	18	160	174	2	A
74	1	19	178	195	3	A
75	1	19	200	167	2	C
76	2	20	198	197	3	D
77	1	20	198	187	4	D
78	1	20	200	159	4	D
79	2	21	194	191	3	B
80	2	21	194	170	3	C
81	2	21	155	165	1	A
82	1	21	158	166	2	A
83	1	21	189	195	2	B
84	1	21	195	151	4	A
85	1	22	198	159	2	B
86	1	22	183	158	2	C
87	1	22	195	162	1	D
88	1	23	166	194	3	C
89	2	23	182	169	3	C
90	1	23	168	175	2	B
91	1	23	193	186	3	D
92	1	23	187	156	4	D
93	1	24	171	200	4	D
94	1	24	197	200	4	C
95	1	24	151	165	1	C
96	1	24	180	151	2	C
97	2	24	161	156	3	C
98	2	24	155	185	3	C
99	1	25	155	187	1	C
100	1	25	162	193	3	B
101	2	25	171	155	3	A
102	1	26	159	179	4	C
103	2	26	179	199	2	A
104	1	26	169	191	1	B
105	2	26	177	174	2	A
106	1	26	163	171	4	B
107	1	26	191	194	2	A
108	1	27	197	191	3	A
109	1	27	167	189	3	D
110	1	27	169	192	4	C
111	1	28	184	192	1	A
112	1	28	198	186	2	B
113	2	28	183	152	3	D
114	1	28	186	166	2	B
115	1	29	191	165	3	D
116	1	29	167	186	3	A
117	1	29	199	196	1	B
118	1	29	176	182	2	B
119	1	29	199	199	3	A
120	1	29	165	178	3	A
121	1	29	176	179	3	D
122	1	29	166	173	2	A
123	1	30	175	199	4	C
124	1	30	159	170	4	B
125	1	30	183	153	3	C
126	1	31	193	182	2	D
127	1	31	168	166	4	B
128	2	31	170	156	4	A
129	1	31	167	193	2	B
130	2	32	187	182	3	A
131	1	32	173	191	4	D
132	1	32	167	166	3	B
133	2	32	198	192	4	A
134	1	32	166	198	3	C
135	1	33	169	175	4	B
136	1	33	156	179	1	A
137	1	33	176	190	4	A
138	1	33	179	178	2	C
139	1	33	155	182	3	A
140	1	34	180	161	4	D
141	1	34	193	193	1	D
142	1	34	174	175	3	A
143	1	34	184	176	4	D
144	2	34	187	161	4	C
145	1	34	176	161	1	B
146	1	35	178	175	4	B
147	1	35	162	160	2	B
148	1	35	188	159	1	D
149	1	35	196	153	1	C
150	2	35	196	170	2	B
151	1	35	194	181	2	D
152	1	36	184	199	1	A
153	1	36	200	182	2	C
154	2	37	179	189	4	A
155	1	38	157	183	3	D
156	1	38	166	177	1	A
157	2	38	174	180	2	A
158	1	38	189	169	3	D
159	1	39	179	166	2	C
160	2	39	156	168	3	C
161	1	40	164	165	1	A
162	1	40	196	178	2	B
163	2	40	157	199	2	A
164	2	41	189	159	2	C
165	2	41	155	189	2	D
166	1	41	171	176	2	C
167	1	41	190	176	1	B
168	2	41	161	192	2	A
169	2	42	170	177	1	A
170	1	42	184	188	1	C
171	2	42	188	163	1	A
172	2	42	158	166	3	B
173	1	42	151	194	3	A
174	1	42	199	192	3	B
175	1	43	166	184	2	C
176	2	43	154	184	4	B
177	2	44	196	183	3	B
178	1	44	160	161	1	B
179	1	45	183	175	4	B
180	2	46	173	152	2	D
181	1	46	196	153	3	A
182	2	46	161	177	2	A
183	1	46	153	187	4	B
184	1	46	164	182	3	A
185	1	46	159	177	2	B
186	1	47	182	190	2	B
187	1	47	200	164	2	A
188	1	47	167	166	4	D
189	1	47	180	159	4	D
190	1	47	179	193	1	D
191	1	47	165	175	1	C
192	1	47	184	190	2	A
193	2	48	173	195	1	A
194	1	48	179	179	4	A
195	1	48	192	165	2	C
196	1	48	170	171	4	D
197	1	48	172	191	1	B
198	1	49	181	183	2	A
199	1	49	173	152	2	D
200	1	49	197	185	3	A
201	1	49	157	187	3	C
202	2	49	190	194	1	B
203	1	50	186	174	3	B
204	1	50	167	181	4	A
205	1	50	159	174	3	D
206	1	50	194	158	1	D
207	2	50	172	178	1	C
208	2	51	166	166	2	D
209	1	51	190	174	2	D
210	1	51	165	186	2	B
211	1	51	174	174	1	A
212	1	52	192	167	4	C
213	2	52	192	183	1	D
214	1	52	186	176	2	A
215	1	52	154	167	2	C
216	1	52	170	175	1	C
217	1	53	185	164	1	A
218	1	53	185	158	2	C
219	1	53	187	155	2	D
220	1	53	175	157	4	B
221	1	54	187	185	1	C
222	1	54	169	154	1	D
223	1	54	162	171	3	D
224	1	54	177	193	3	A
225	1	54	174	168	1	C
226	1	54	182	193	1	A
227	1	55	198	177	2	B
228	1	55	174	175	2	A
229	1	55	179	189	1	B
230	2	55	170	157	1	C
231	1	55	153	167	3	C
232	1	56	197	181	1	C
233	2	56	190	196	1	B
234	1	56	188	184	2	D
235	1	57	180	189	3	C
236	1	57	182	163	2	D
237	1	57	182	185	3	D
238	2	58	175	174	2	C
239	1	58	163	152	2	B
240	2	58	178	194	3	D
241	1	58	175	197	1	C
242	1	58	190	200	1	D
243	1	59	169	154	1	B
244	1	59	156	177	4	D
245	1	60	160	153	1	C
246	1	61	187	165	2	A
247	1	61	172	153	4	C
248	2	61	173	181	4	A
249	2	61	155	186	3	C
250	1	61	181	156	2	A
251	1	61	151	192	3	A
252	1	62	179	189	2	C
253	1	62	156	160	2	B
254	1	63	167	184	4	A
255	1	63	190	199	2	D
256	2	63	161	163	2	C
257	1	63	177	194	1	D
258	1	64	152	159	1	B
259	2	64	181	178	4	A
260	2	64	158	183	4	B
261	1	64	200	170	3	D
262	2	64	177	182	4	A
263	1	65	188	156	4	A
264	1	65	186	183	3	D
265	2	65	153	181	4	A
266	1	65	166	180	4	A
267	1	65	193	188	3	B
268	2	65	187	189	2	D
269	1	65	179	167	3	A
270	1	65	156	152	4	A
271	1	65	154	171	1	D
272	1	65	173	164	3	A
273	1	66	185	177	4	D
274	1	66	193	165	4	B
275	1	66	164	153	4	A
276	1	66	166	187	1	A
277	2	66	173	190	3	C
278	2	66	197	164	3	B
279	1	66	177	166	1	A
280	1	66	168	182	4	C
281	1	66	196	162	2	B
282	2	67	156	164	4	B
283	1	67	199	176	4	D
284	1	67	172	194	2	B
285	2	67	192	164	2	D
286	1	67	161	179	1	D
287	1	68	192	179	2	B
288	1	68	187	172	4	B
289	2	68	173	165	1	D
290	1	68	183	178	4	B
291	2	68	151	166	1	A
292	1	68	170	199	1	B
293	1	69	168	195	2	D
294	1	69	161	174	3	D
295	2	69	184	193	4	A
296	1	69	164	198	2	A
297	1	69	175	159	2	B
298	1	69	152	184	3	B
299	1	69	161	162	4	C
300	2	69	171	192	3	C
-1
