1500	19	258
1	1	0	196	159	4	B
2	1	0	176	173	2	B
3	1	0	194	174	4	D
4	1	0	154	155	4	B
5	1	0	180	198	1	D
6	1	0	173	170	4	A
7	1	0	191	165	4	D
8	1	0	193	168	1	B
9	1	0	195	191	1	B
10	2	1	175	192	2	A
11	2	1	198	175	4	B
12	1	1	171	200	3	D
13	1	1	154	162	2	C
14	1	2	160	160	3	B
15	1	2	184	175	1	C
16	1	2	199	171	2	C
17	1	2	182	187	2	A
18	2	3	181	165	1	D
19	1	3	170	178	4	D
20	1	3	200	158	3	C
21	2	3	156	151	2	B
22	1	3	198	184	1	B
23	1	4	189	167	1	C
24	1	4	161	161	4	D
25	1	4	154	158	3	C
26	1	5	153	167	4	A
27	1	5	178	190	1	D
28	1	5	176	161	4	C
29	1	5	187	176	2	C
30	1	5	157	179	4	A
31	1	5	182	162	3	B
32	2	6	182	174	4	B
33	1	6	163	192	4	B
34	1	6	176	180	2	C
35	1	6	178	164	4	A
36	2	7	152	182	3	D
37	2	7	189	175	1	C
38	1	7	167	177	2	C
39	1	7	199	160	4	B
40	1	7	173	188	4	D
41	1	7	180	195	2	C
42	1	7	160	154	3	B
43	1	8	164	192	4	D
44	1	8	177	200	2	D
45	1	8	189	184	2	A
46	1	8	159	169	2	A
47	1	9	200	163	2	C
48	1	9	162	183	1	B
49	1	9	180	155	3	D
50	1	9	155	178	1	D
51	2	10	177	192	2	B
52	1	10	185	174	2	D
53	1	10	188	198	1	B
54	2	10	200	199	4	A
55	1	10	177	196	2	B
56	1	10	173	174	3	D
57	1	10	171	196	2	C
58	1	11	184	191	2	B
59	1	11	181	186	4	B
60	2	11	192	158	4	C
61	1	11	194	194	1	A
62	1	12	169	154	3	A
63	1	13	171	185	3	C
64	1	13	190	174	1	C
65	2	13	153	181	4	A
66	1	13	166	185	2	C
67	1	13	181	191	3	C
68	2	13	200	159	1	A
69	1	14	157	175	1	B
70	1	15	181	178	3	D
71	1	15	164	172	4	D
72	2	16	195	187	2	D
73	1	16	187	169	1	D
74	1	16	180	175	3	D
75	1	16	187	197	1	D
76	1	17	176	168	2	A
77	2	17	186	184	4	B
78	1	17	182	159	3	B
79	1	17	182	151	2	B
80	1	17	193	151	1	B
81	2	17	159	156	3	C
82	1	17	171	157	4	A
83	1	18	175	151	3	A
84	1	18	180	158	4	B
85	1	18	182	163	3	B
86	1	18	151	190	4	B
87	2	18	152	159	4	A
88	2	18	163	174	2	C
89	1	18	162	180	1	C
90	1	19	183	167	2	D
91	1	19	198	151	1	D
92	1	19	171	162	1	D
93	1	20	200	171	3	A
94	1	20	179	198	2	B
95	1	20	198	168	4	C
96	1	20	193	189	3	B
97	2	21	185	167	2	C
98	1	21	196	189	3	C
99	1	21	199	193	1	A
100	1	21	167	176	1	C
101	1	21	200	170	4	D
102	1	21	165	163	4	D
103	1	21	158	169	1	C
104	1	22	197	185	4	B
105	1	22	166	161	3	C
106	1	23	154	166	1	C
107	1	23	192	193	3	C
108	1	23	183	198	2	A
109	1	24	170	167	3	D
110	2	24	160	163	4	D
111	2	24	180	153	3	B
112	1	24	183	184	3	B
113	1	24	194	193	1	B
114	2	24	151	182	4	C
115	1	24	181	171	4	B
